! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 15  M= 15  NLM=  256   NMU= 16  NPHI= 32  NANG=  354   NSH=   1239808
!  NX=  20   NY=  20   NZ=  11    NPTS=    4851   NCELLS=    4000
!  PROPERTY_FILE=gaussol.prp                     
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    EVEN (Z)             INDEPENDENT_PIXEL=0
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0000000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.7070000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON KM)      WAVELENGTH=      2.13
!  SPLITTING_ACCURACY= 0.000E+00   SPHERICAL_HARMONIC_ACCURACY= 0.000E+00
!  SOLUTION_ACCURACY= 0.100E-04
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=   7
!  OUTPUT_TYPE=NET_FLUX_DIV        
!    X       Y        Z       -DIV(Fnet)
   0.500   0.300   1.000    0.14169E-03
   0.500   0.400   0.000    0.25384E-03
   0.500   0.400   0.100    0.10558E-02
   0.500   0.400   0.200    0.31868E-02
   0.500   0.400   0.300    0.70084E-02
   0.500   0.400   0.400    0.11230E-01
   0.500   0.400   0.500    0.13102E-01
   0.500   0.400   0.600    0.11106E-01
   0.500   0.400   0.700    0.68418E-02
   0.500   0.400   0.800    0.30653E-02
   0.500   0.400   0.900    0.10011E-02
   0.500   0.400   1.000    0.23801E-03
   0.500   0.500   0.000    0.39439E-03
   0.500   0.500   0.100    0.16451E-02
   0.500   0.500   0.200    0.49680E-02
   0.500   0.500   0.300    0.10914E-01
   0.500   0.500   0.400    0.17505E-01
   0.500   0.500   0.500    0.20445E-01
   0.500   0.500   0.600    0.17344E-01
   0.500   0.500   0.700    0.10677E-01
   0.500   0.500   0.800    0.47826E-02
   0.500   0.500   0.900    0.15589E-02
   0.500   0.500   1.000    0.36952E-03
   0.500   0.600   0.000    0.56795E-03
   0.500   0.600   0.100    0.23629E-02
   0.500   0.600   0.200    0.71398E-02
   0.500   0.600   0.300    0.15684E-01
   0.500   0.600   0.400    0.25179E-01
   0.500   0.600   0.500    0.29465E-01
   0.500   0.600   0.600    0.25015E-01
   0.500   0.600   0.700    0.15397E-01
   0.500   0.600   0.800    0.68886E-02
   0.500   0.600   0.900    0.22405E-02
   0.500   0.600   1.000    0.53261E-03
   0.500   0.700   0.000    0.74908E-03
   0.500   0.700   0.100    0.31331E-02
   0.500   0.700   0.200    0.94584E-02
   0.500   0.700   0.300    0.20779E-01
   0.500   0.700   0.400    0.33410E-01
   0.500   0.700   0.500    0.39162E-01
   0.500   0.700   0.600    0.33298E-01
   0.500   0.700   0.700    0.20487E-01
   0.500   0.700   0.800    0.91566E-02
   0.500   0.700   0.900    0.29766E-02
   0.500   0.700   1.000    0.70411E-03
   0.500   0.800   0.000    0.91269E-03
   0.500   0.800   0.100    0.38273E-02
   0.500   0.800   0.200    0.11553E-01
   0.500   0.800   0.300    0.25390E-01
   0.500   0.800   0.400    0.40868E-01
   0.500   0.800   0.500    0.47997E-01
   0.500   0.800   0.600    0.40855E-01
   0.500   0.800   0.700    0.25142E-01
   0.500   0.800   0.800    0.11225E-01
   0.500   0.800   0.900    0.36455E-02
   0.500   0.800   1.000    0.86050E-03
   0.500   0.900   0.000    0.10306E-02
   0.500   0.900   0.100    0.43156E-02
   0.500   0.900   0.200    0.13024E-01
   0.500   0.900   0.300    0.28630E-01
   0.500   0.900   0.400    0.46120E-01
   0.500   0.900   0.500    0.54231E-01
   0.500   0.900   0.600    0.46208E-01
   0.500   0.900   0.700    0.28442E-01
   0.500   0.900   0.800    0.12690E-01
   0.500   0.900   0.900    0.41192E-02
   0.500   0.900   1.000    0.97411E-03
   0.500   1.000   0.000    0.10711E-02
   0.500   1.000   0.100    0.44901E-02
   0.500   1.000   0.200    0.13552E-01
   0.500   1.000   0.300    0.29794E-01
   0.500   1.000   0.400    0.48011E-01
   0.500   1.000   0.500    0.56464E-01
   0.500   1.000   0.600    0.48142E-01
   0.500   1.000   0.700    0.29633E-01
   0.500   1.000   0.800    0.13219E-01
   0.500   1.000   0.900    0.42894E-02
   0.500   1.000   1.000    0.10134E-02
   0.500   1.100   0.000    0.10306E-02
   0.500   1.100   0.100    0.43156E-02
   0.500   1.100   0.200    0.13024E-01
   0.500   1.100   0.300    0.28630E-01
   0.500   1.100   0.400    0.46120E-01
   0.500   1.100   0.500    0.54231E-01
   0.500   1.100   0.600    0.46208E-01
   0.500   1.100   0.700    0.28442E-01
   0.500   1.100   0.800    0.12690E-01
   0.500   1.100   0.900    0.41192E-02
   0.500   1.100   1.000    0.97411E-03
   0.500   1.200   0.000    0.91269E-03
   0.500   1.200   0.100    0.38273E-02
   0.500   1.200   0.200    0.11553E-01
   0.500   1.200   0.300    0.25390E-01
   0.500   1.200   0.400    0.40868E-01
   0.500   1.200   0.500    0.47997E-01
   0.500   1.200   0.600    0.40855E-01
   0.500   1.200   0.700    0.25142E-01
   0.500   1.200   0.800    0.11225E-01
   0.500   1.200   0.900    0.36455E-02
   0.500   1.200   1.000    0.86050E-03
   0.500   1.300   0.000    0.74908E-03
   0.500   1.300   0.100    0.31331E-02
   0.500   1.300   0.200    0.94584E-02
   0.500   1.300   0.300    0.20779E-01
   0.500   1.300   0.400    0.33410E-01
   0.500   1.300   0.500    0.39162E-01
   0.500   1.300   0.600    0.33298E-01
   0.500   1.300   0.700    0.20487E-01
   0.500   1.300   0.800    0.91566E-02
   0.500   1.300   0.900    0.29766E-02
   0.500   1.300   1.000    0.70411E-03
   0.500   1.400   0.000    0.56795E-03
   0.500   1.400   0.100    0.23629E-02
   0.500   1.400   0.200    0.71398E-02
   0.500   1.400   0.300    0.15684E-01
   0.500   1.400   0.400    0.25179E-01
   0.500   1.400   0.500    0.29465E-01
   0.500   1.400   0.600    0.25015E-01
   0.500   1.400   0.700    0.15397E-01
   0.500   1.400   0.800    0.68886E-02
   0.500   1.400   0.900    0.22405E-02
   0.500   1.400   1.000    0.53261E-03
   0.500   1.500   0.000    0.39439E-03
   0.500   1.500   0.100    0.16451E-02
   0.500   1.500   0.200    0.49680E-02
   0.500   1.500   0.300    0.10914E-01
   0.500   1.500   0.400    0.17505E-01
   0.500   1.500   0.500    0.20445E-01
   0.500   1.500   0.600    0.17344E-01
   0.500   1.500   0.700    0.10677E-01
   0.500   1.500   0.800    0.47826E-02
   0.500   1.500   0.900    0.15589E-02
   0.500   1.500   1.000    0.36952E-03
   0.500   1.600   0.000    0.25384E-03
   0.500   1.600   0.100    0.10558E-02
   0.500   1.600   0.200    0.31868E-02
   0.500   1.600   0.300    0.70084E-02
   0.500   1.600   0.400    0.11230E-01
   0.500   1.600   0.500    0.13102E-01
   0.500   1.600   0.600    0.11106E-01
   0.500   1.600   0.700    0.68418E-02
   0.500   1.600   0.800    0.30653E-02
   0.500   1.600   0.900    0.10011E-02
   0.500   1.600   1.000    0.23801E-03
   0.500   1.700   0.000    0.15085E-03
   0.500   1.700   0.100    0.62405E-03
   0.500   1.700   0.200    0.18866E-02
   0.500   1.700   0.300    0.41523E-02
   0.500   1.700   0.400    0.66481E-02
   0.500   1.700   0.500    0.77486E-02
   0.500   1.700   0.600    0.65686E-02
   0.500   1.700   0.700    0.40499E-02
   0.500   1.700   0.800    0.18153E-02
   0.500   1.700   0.900    0.59269E-03
   0.500   1.700   1.000    0.14169E-03
   0.500   1.800   0.000    0.81223E-04
   0.500   1.800   0.100    0.34080E-03
   0.500   1.800   0.200    0.10328E-02
   0.500   1.800   0.300    0.22687E-02
   0.500   1.800   0.400    0.36367E-02
   0.500   1.800   0.500    0.42395E-02
   0.500   1.800   0.600    0.35916E-02
   0.500   1.800   0.700    0.22124E-02
   0.500   1.800   0.800    0.99452E-03
   0.500   1.800   0.900    0.32425E-03
   0.500   1.800   1.000    0.76444E-04
   0.500   1.900   0.000    0.40504E-04
   0.500   1.900   0.100    0.17192E-03
   0.500   1.900   0.200    0.52102E-03
   0.500   1.900   0.300    0.11475E-02
   0.500   1.900   0.400    0.18377E-02
   0.500   1.900   0.500    0.21438E-02
   0.500   1.900   0.600    0.18145E-02
   0.500   1.900   0.700    0.11190E-02
   0.500   1.900   0.800    0.50203E-03
   0.500   1.900   0.900    0.16378E-03
   0.500   1.900   1.000    0.38173E-04
   0.600   0.000   0.000    0.28307E-04
   0.600   0.000   0.100    0.11581E-03
   0.600   0.000   0.200    0.35110E-03
   0.600   0.000   0.300    0.76883E-03
   0.600   0.000   0.400    0.12342E-02
   0.600   0.000   0.500    0.14366E-02
   0.600   0.000   0.600    0.12179E-02
   0.600   0.000   0.700    0.74916E-03
   0.600   0.000   0.800    0.33816E-03
   0.600   0.000   0.900    0.11034E-03
   0.600   0.000   1.000    0.26694E-04
   0.600   0.100   0.000    0.60718E-04
   0.600   0.100   0.100    0.24774E-03
   0.600   0.100   0.200    0.74559E-03
   0.600   0.100   0.300    0.16425E-02
   0.600   0.100   0.400    0.26341E-02
   0.600   0.100   0.500    0.30696E-02
   0.600   0.100   0.600    0.26017E-02
   0.600   0.100   0.700    0.16025E-02
   0.600   0.100   0.800    0.71881E-03
   0.600   0.100   0.900    0.23610E-03
   0.600   0.100   1.000    0.57241E-04
   0.600   0.200   0.000    0.11774E-03
   0.600   0.200   0.100    0.48874E-03
   0.600   0.200   0.200    0.14784E-02
   0.600   0.200   0.300    0.32515E-02
   0.600   0.200   0.400    0.52085E-02
   0.600   0.200   0.500    0.60730E-02
   0.600   0.200   0.600    0.51484E-02
   0.600   0.200   0.700    0.31752E-02
   0.600   0.200   0.800    0.14255E-02
   0.600   0.200   0.900    0.46542E-03
   0.600   0.200   1.000    0.11082E-03
   0.600   0.300   0.000    0.21612E-03
   0.600   0.300   0.100    0.89275E-03
   0.600   0.300   0.200    0.26998E-02
   0.600   0.300   0.300    0.59359E-02
   0.600   0.300   0.400    0.95234E-02
   0.600   0.300   0.500    0.11115E-01
   0.600   0.300   0.600    0.94262E-02
   0.600   0.300   0.700    0.58055E-02
   0.600   0.300   0.800    0.26045E-02
   0.600   0.300   0.900    0.84922E-03
   0.600   0.300   1.000    0.20298E-03
   0.600   0.400   0.000    0.36468E-03
   0.600   0.400   0.100    0.15099E-02
   0.600   0.400   0.200    0.45555E-02
   0.600   0.400   0.300    0.10015E-01
   0.600   0.400   0.400    0.16068E-01
   0.600   0.400   0.500    0.18783E-01
   0.600   0.400   0.600    0.15943E-01
   0.600   0.400   0.700    0.98256E-02
   0.600   0.400   0.800    0.44029E-02
   0.600   0.400   0.900    0.14358E-02
   0.600   0.400   1.000    0.34180E-03
   0.600   0.500   0.000    0.56776E-03
   0.600   0.500   0.100    0.23482E-02
   0.600   0.500   0.200    0.70811E-02
   0.600   0.500   0.300    0.15561E-01
   0.600   0.500   0.400    0.25017E-01
   0.600   0.500   0.500    0.29318E-01
   0.600   0.500   0.600    0.24920E-01
   0.600   0.500   0.700    0.15350E-01
   0.600   0.500   0.800    0.68714E-02
   0.600   0.500   0.900    0.22357E-02
   0.600   0.500   1.000    0.53161E-03
   0.600   0.600   0.000    0.81240E-03
   0.600   0.600   0.100    0.33716E-02
   0.600   0.600   0.200    0.10142E-01
   0.600   0.600   0.300    0.22291E-01
   0.600   0.600   0.400    0.35916E-01
   0.600   0.600   0.500    0.42223E-01
   0.600   0.600   0.600    0.35966E-01
   0.600   0.600   0.700    0.22157E-01
   0.600   0.600   0.800    0.99048E-02
   0.600   0.600   0.900    0.32205E-02
   0.600   0.600   1.000    0.76122E-03
   0.600   0.700   0.000    0.10768E-02
   0.600   0.700   0.100    0.44573E-02
   0.600   0.700   0.200    0.13385E-01
   0.600   0.700   0.300    0.29427E-01
   0.600   0.700   0.400    0.47530E-01
   0.600   0.700   0.500    0.56050E-01
   0.600   0.700   0.600    0.47883E-01
   0.600   0.700   0.700    0.29510E-01
   0.600   0.700   0.800    0.13175E-01
   0.600   0.700   0.900    0.42782E-02
   0.600   0.700   1.000    0.10113E-02
   0.600   0.800   0.000    0.13150E-02
   0.600   0.800   0.100    0.54298E-02
   0.600   0.800   0.200    0.16290E-01
   0.600   0.800   0.300    0.35832E-01
   0.600   0.800   0.400    0.58029E-01
   0.600   0.800   0.500    0.68658E-01
   0.600   0.800   0.600    0.58787E-01
   0.600   0.800   0.700    0.36236E-01
   0.600   0.800   0.800    0.16159E-01
   0.600   0.800   0.900    0.52391E-02
   0.600   0.800   1.000    0.12387E-02
   0.600   0.900   0.000    0.14781E-02
   0.600   0.900   0.100    0.61087E-02
   0.600   0.900   0.200    0.18318E-01
   0.600   0.900   0.300    0.40299E-01
   0.600   0.900   0.400    0.65333E-01
   0.600   0.900   0.500    0.77546E-01
   0.600   0.900   0.600    0.66450E-01
   0.600   0.900   0.700    0.40999E-01
   0.600   0.900   0.800    0.18276E-01
   0.600   0.900   0.900    0.59179E-02
   0.600   0.900   1.000    0.13960E-02
   0.600   1.000   0.000    0.15391E-02
   0.600   1.000   0.100    0.63536E-02
   0.600   1.000   0.200    0.19042E-01
   0.600   1.000   0.300    0.41907E-01
   0.600   1.000   0.400    0.67996E-01
   0.600   1.000   0.500    0.80730E-01
   0.600   1.000   0.600    0.69258E-01
   0.600   1.000   0.700    0.42729E-01
   0.600   1.000   0.800    0.19039E-01
   0.600   1.000   0.900    0.61646E-02
   0.600   1.000   1.000    0.14550E-02
   0.600   1.100   0.000    0.14781E-02
   0.600   1.100   0.100    0.61087E-02
   0.600   1.100   0.200    0.18318E-01
   0.600   1.100   0.300    0.40299E-01
   0.600   1.100   0.400    0.65333E-01
   0.600   1.100   0.500    0.77546E-01
   0.600   1.100   0.600    0.66450E-01
   0.600   1.100   0.700    0.40999E-01
   0.600   1.100   0.800    0.18276E-01
   0.600   1.100   0.900    0.59179E-02
   0.600   1.100   1.000    0.13960E-02
   0.600   1.200   0.000    0.13150E-02
   0.600   1.200   0.100    0.54298E-02
   0.600   1.200   0.200    0.16290E-01
   0.600   1.200   0.300    0.35832E-01
   0.600   1.200   0.400    0.58029E-01
   0.600   1.200   0.500    0.68658E-01
   0.600   1.200   0.600    0.58787E-01
   0.600   1.200   0.700    0.36236E-01
   0.600   1.200   0.800    0.16159E-01
   0.600   1.200   0.900    0.52391E-02
   0.600   1.200   1.000    0.12387E-02
   0.600   1.300   0.000    0.10768E-02
   0.600   1.300   0.100    0.44573E-02
   0.600   1.300   0.200    0.13385E-01
   0.600   1.300   0.300    0.29427E-01
   0.600   1.300   0.400    0.47530E-01
   0.600   1.300   0.500    0.56050E-01
   0.600   1.300   0.600    0.47883E-01
   0.600   1.300   0.700    0.29510E-01
   0.600   1.300   0.800    0.13175E-01
   0.600   1.300   0.900    0.42782E-02
   0.600   1.300   1.000    0.10113E-02
   0.600   1.400   0.000    0.81240E-03
   0.600   1.400   0.100    0.33716E-02
   0.600   1.400   0.200    0.10142E-01
   0.600   1.400   0.300    0.22291E-01
   0.600   1.400   0.400    0.35916E-01
   0.600   1.400   0.500    0.42223E-01
   0.600   1.400   0.600    0.35966E-01
   0.600   1.400   0.700    0.22157E-01
   0.600   1.400   0.800    0.99048E-02
   0.600   1.400   0.900    0.32205E-02
   0.600   1.400   1.000    0.76122E-03
   0.600   1.500   0.000    0.56776E-03
   0.600   1.500   0.100    0.23482E-02
   0.600   1.500   0.200    0.70811E-02
   0.600   1.500   0.300    0.15561E-01
   0.600   1.500   0.400    0.25017E-01
   0.600   1.500   0.500    0.29318E-01
   0.600   1.500   0.600    0.24920E-01
   0.600   1.500   0.700    0.15350E-01
   0.600   1.500   0.800    0.68714E-02
   0.600   1.500   0.900    0.22357E-02
   0.600   1.500   1.000    0.53161E-03
   0.600   1.600   0.000    0.36468E-03
   0.600   1.600   0.100    0.15099E-02
   0.600   1.600   0.200    0.45555E-02
   0.600   1.600   0.300    0.10015E-01
   0.600   1.600   0.400    0.16068E-01
   0.600   1.600   0.500    0.18783E-01
   0.600   1.600   0.600    0.15943E-01
   0.600   1.600   0.700    0.98256E-02
   0.600   1.600   0.800    0.44029E-02
   0.600   1.600   0.900    0.14358E-02
   0.600   1.600   1.000    0.34180E-03
   0.600   1.700   0.000    0.21612E-03
   0.600   1.700   0.100    0.89275E-03
   0.600   1.700   0.200    0.26998E-02
   0.600   1.700   0.300    0.59359E-02
   0.600   1.700   0.400    0.95234E-02
   0.600   1.700   0.500    0.11115E-01
   0.600   1.700   0.600    0.94262E-02
   0.600   1.700   0.700    0.58055E-02
   0.600   1.700   0.800    0.26045E-02
   0.600   1.700   0.900    0.84922E-03
   0.600   1.700   1.000    0.20298E-03
   0.600   1.800   0.000    0.11774E-03
   0.600   1.800   0.100    0.48874E-03
   0.600   1.800   0.200    0.14784E-02
   0.600   1.800   0.300    0.32515E-02
   0.600   1.800   0.400    0.52085E-02
   0.600   1.800   0.500    0.60730E-02
   0.600   1.800   0.600    0.51484E-02
   0.600   1.800   0.700    0.31752E-02
   0.600   1.800   0.800    0.14255E-02
   0.600   1.800   0.900    0.46542E-03
   0.600   1.800   1.000    0.11082E-03
   0.600   1.900   0.000    0.60718E-04
   0.600   1.900   0.100    0.24774E-03
   0.600   1.900   0.200    0.74559E-03
   0.600   1.900   0.300    0.16425E-02
   0.600   1.900   0.400    0.26341E-02
   0.600   1.900   0.500    0.30696E-02
   0.600   1.900   0.600    0.26017E-02
   0.600   1.900   0.700    0.16025E-02
   0.600   1.900   0.800    0.71881E-03
   0.600   1.900   0.900    0.23610E-03
   0.600   1.900   1.000    0.57241E-04
   0.700   0.000   0.000    0.36423E-04
   0.700   0.000   0.100    0.15193E-03
   0.700   0.000   0.200    0.46218E-03
   0.700   0.000   0.300    0.10201E-02
   0.700   0.000   0.400    0.16309E-02
   0.700   0.000   0.500    0.19032E-02
   0.700   0.000   0.600    0.16082E-02
   0.700   0.000   0.700    0.99274E-03
   0.700   0.000   0.800    0.44450E-03
   0.700   0.000   0.900    0.14454E-03
   0.700   0.000   1.000    0.34303E-04
   0.700   0.100   0.000    0.76936E-04
   0.700   0.100   0.100    0.32778E-03
   0.700   0.100   0.200    0.99056E-03
   0.700   0.100   0.300    0.21779E-02
   0.700   0.100   0.400    0.34869E-02
   0.700   0.100   0.500    0.40670E-02
   0.700   0.100   0.600    0.34438E-02
   0.700   0.100   0.700    0.21246E-02
   0.700   0.100   0.800    0.95460E-03
   0.700   0.100   0.900    0.31219E-03
   0.700   0.100   1.000    0.72472E-04
   0.700   0.200   0.000    0.15428E-03
   0.700   0.200   0.100    0.64477E-03
   0.700   0.200   0.200    0.19557E-02
   0.700   0.200   0.300    0.43015E-02
   0.700   0.200   0.400    0.68957E-02
   0.700   0.200   0.500    0.80465E-02
   0.700   0.200   0.600    0.68207E-02
   0.700   0.200   0.700    0.42046E-02
   0.700   0.200   0.800    0.18873E-02
   0.700   0.200   0.900    0.61418E-03
   0.700   0.200   1.000    0.14517E-03
   0.700   0.300   0.000    0.28530E-03
   0.700   0.300   0.100    0.11804E-02
   0.700   0.300   0.200    0.35649E-02
   0.700   0.300   0.300    0.78436E-02
   0.700   0.300   0.400    0.12597E-01
   0.700   0.300   0.500    0.14715E-01
   0.700   0.300   0.600    0.12492E-01
   0.700   0.300   0.700    0.76936E-02
   0.700   0.300   0.800    0.34489E-02
   0.700   0.300   0.900    0.11250E-02
   0.700   0.300   1.000    0.26807E-03
   0.700   0.400   0.000    0.47860E-03
   0.700   0.400   0.100    0.19906E-02
   0.700   0.400   0.200    0.59939E-02
   0.700   0.400   0.300    0.13199E-01
   0.700   0.400   0.400    0.21228E-01
   0.700   0.400   0.500    0.24870E-01
   0.700   0.400   0.600    0.21143E-01
   0.700   0.400   0.700    0.13029E-01
   0.700   0.400   0.800    0.58295E-02
   0.700   0.400   0.900    0.19018E-02
   0.700   0.400   1.000    0.44944E-03
   0.700   0.500   0.000    0.74595E-03
   0.700   0.500   0.100    0.30859E-02
   0.700   0.500   0.200    0.92858E-02
   0.700   0.500   0.300    0.20434E-01
   0.700   0.500   0.400    0.32980E-01
   0.700   0.500   0.500    0.38800E-01
   0.700   0.500   0.600    0.33070E-01
   0.700   0.500   0.700    0.20374E-01
   0.700   0.500   0.800    0.91132E-02
   0.700   0.500   0.900    0.29642E-02
   0.700   0.500   1.000    0.70150E-03
   0.700   0.600   0.000    0.10691E-02
   0.700   0.600   0.100    0.44061E-02
   0.700   0.600   0.200    0.13225E-01
   0.700   0.600   0.300    0.29131E-01
   0.700   0.600   0.400    0.47190E-01
   0.700   0.600   0.500    0.55792E-01
   0.700   0.600   0.600    0.47735E-01
   0.700   0.600   0.700    0.29437E-01
   0.700   0.600   0.800    0.13146E-01
   0.700   0.600   0.900    0.42694E-02
   0.700   0.600   1.000    0.10094E-02
   0.700   0.700   0.000    0.14090E-02
   0.700   0.700   0.100    0.57888E-02
   0.700   0.700   0.200    0.17340E-01
   0.700   0.700   0.300    0.38246E-01
   0.700   0.700   0.400    0.62247E-01
   0.700   0.700   0.500    0.74037E-01
   0.700   0.700   0.600    0.63579E-01
   0.700   0.700   0.700    0.39233E-01
   0.700   0.700   0.800    0.17494E-01
   0.700   0.700   0.900    0.56704E-02
   0.700   0.700   1.000    0.13382E-02
   0.700   0.800   0.000    0.17123E-02
   0.700   0.800   0.100    0.70220E-02
   0.700   0.800   0.200    0.20991E-01
   0.700   0.800   0.300    0.46340E-01
   0.700   0.800   0.400    0.75722E-01
   0.700   0.800   0.500    0.90528E-01
   0.700   0.800   0.600    0.78032E-01
   0.700   0.800   0.700    0.48204E-01
   0.700   0.800   0.800    0.21477E-01
   0.700   0.800   0.900    0.69528E-02
   0.700   0.800   1.000    0.16368E-02
   0.700   0.900   0.000    0.19252E-02
   0.700   0.900   0.100    0.78699E-02
   0.700   0.900   0.200    0.23507E-01
   0.700   0.900   0.300    0.51940E-01
   0.700   0.900   0.400    0.85095E-01
   0.700   0.900   0.500    0.10206E+00
   0.700   0.900   0.600    0.88236E-01
   0.700   0.900   0.700    0.54561E-01
   0.700   0.900   0.800    0.24295E-01
   0.700   0.900   0.900    0.78542E-02
   0.700   0.900   1.000    0.18495E-02
   0.700   1.000   0.000    0.20035E-02
   0.700   1.000   0.100    0.81784E-02
   0.700   1.000   0.200    0.24402E-01
   0.700   1.000   0.300    0.53921E-01
   0.700   1.000   0.400    0.88475E-01
   0.700   1.000   0.500    0.10622E+00
   0.700   1.000   0.600    0.91945E-01
   0.700   1.000   0.700    0.56843E-01
   0.700   1.000   0.800    0.25313E-01
   0.700   1.000   0.900    0.81860E-02
   0.700   1.000   1.000    0.19284E-02
   0.700   1.100   0.000    0.19252E-02
   0.700   1.100   0.100    0.78699E-02
   0.700   1.100   0.200    0.23507E-01
   0.700   1.100   0.300    0.51940E-01
   0.700   1.100   0.400    0.85095E-01
   0.700   1.100   0.500    0.10206E+00
   0.700   1.100   0.600    0.88236E-01
   0.700   1.100   0.700    0.54561E-01
   0.700   1.100   0.800    0.24295E-01
   0.700   1.100   0.900    0.78542E-02
   0.700   1.100   1.000    0.18495E-02
   0.700   1.200   0.000    0.17123E-02
   0.700   1.200   0.100    0.70220E-02
   0.700   1.200   0.200    0.20991E-01
   0.700   1.200   0.300    0.46340E-01
   0.700   1.200   0.400    0.75722E-01
   0.700   1.200   0.500    0.90528E-01
   0.700   1.200   0.600    0.78032E-01
   0.700   1.200   0.700    0.48204E-01
   0.700   1.200   0.800    0.21477E-01
   0.700   1.200   0.900    0.69528E-02
   0.700   1.200   1.000    0.16368E-02
   0.700   1.300   0.000    0.14090E-02
   0.700   1.300   0.100    0.57888E-02
   0.700   1.300   0.200    0.17340E-01
   0.700   1.300   0.300    0.38246E-01
   0.700   1.300   0.400    0.62247E-01
   0.700   1.300   0.500    0.74037E-01
   0.700   1.300   0.600    0.63579E-01
   0.700   1.300   0.700    0.39233E-01
   0.700   1.300   0.800    0.17494E-01
   0.700   1.300   0.900    0.56704E-02
   0.700   1.300   1.000    0.13382E-02
   0.700   1.400   0.000    0.10691E-02
   0.700   1.400   0.100    0.44061E-02
   0.700   1.400   0.200    0.13225E-01
   0.700   1.400   0.300    0.29131E-01
   0.700   1.400   0.400    0.47190E-01
   0.700   1.400   0.500    0.55792E-01
   0.700   1.400   0.600    0.47735E-01
   0.700   1.400   0.700    0.29437E-01
   0.700   1.400   0.800    0.13146E-01
   0.700   1.400   0.900    0.42694E-02
   0.700   1.400   1.000    0.10094E-02
   0.700   1.500   0.000    0.74595E-03
   0.700   1.500   0.100    0.30859E-02
   0.700   1.500   0.200    0.92858E-02
   0.700   1.500   0.300    0.20434E-01
   0.700   1.500   0.400    0.32980E-01
   0.700   1.500   0.500    0.38800E-01
   0.700   1.500   0.600    0.33070E-01
   0.700   1.500   0.700    0.20374E-01
   0.700   1.500   0.800    0.91132E-02
   0.700   1.500   0.900    0.29642E-02
   0.700   1.500   1.000    0.70150E-03
   0.700   1.600   0.000    0.47860E-03
   0.700   1.600   0.100    0.19906E-02
   0.700   1.600   0.200    0.59939E-02
   0.700   1.600   0.300    0.13199E-01
   0.700   1.600   0.400    0.21228E-01
   0.700   1.600   0.500    0.24870E-01
   0.700   1.600   0.600    0.21143E-01
   0.700   1.600   0.700    0.13029E-01
   0.700   1.600   0.800    0.58295E-02
   0.700   1.600   0.900    0.19018E-02
   0.700   1.600   1.000    0.44944E-03
   0.700   1.700   0.000    0.28530E-03
   0.700   1.700   0.100    0.11804E-02
   0.700   1.700   0.200    0.35649E-02
   0.700   1.700   0.300    0.78436E-02
   0.700   1.700   0.400    0.12597E-01
   0.700   1.700   0.500    0.14715E-01
   0.700   1.700   0.600    0.12492E-01
   0.700   1.700   0.700    0.76936E-02
   0.700   1.700   0.800    0.34489E-02
   0.700   1.700   0.900    0.11250E-02
   0.700   1.700   1.000    0.26807E-03
   0.700   1.800   0.000    0.15428E-03
   0.700   1.800   0.100    0.64477E-03
   0.700   1.800   0.200    0.19557E-02
   0.700   1.800   0.300    0.43015E-02
   0.700   1.800   0.400    0.68957E-02
   0.700   1.800   0.500    0.80465E-02
   0.700   1.800   0.600    0.68207E-02
   0.700   1.800   0.700    0.42046E-02
   0.700   1.800   0.800    0.18873E-02
   0.700   1.800   0.900    0.61418E-03
   0.700   1.800   1.000    0.14517E-03
   0.700   1.900   0.000    0.76936E-04
   0.700   1.900   0.100    0.32778E-03
   0.700   1.900   0.200    0.99056E-03
   0.700   1.900   0.300    0.21779E-02
   0.700   1.900   0.400    0.34869E-02
   0.700   1.900   0.500    0.40670E-02
   0.700   1.900   0.600    0.34438E-02
   0.700   1.900   0.700    0.21246E-02
   0.700   1.900   0.800    0.95460E-03
   0.700   1.900   0.900    0.31219E-03
   0.700   1.900   1.000    0.72472E-04
   0.800   0.000   0.000    0.44612E-04
   0.800   0.000   0.100    0.18837E-03
   0.800   0.000   0.200    0.56633E-03
   0.800   0.000   0.300    0.12498E-02
   0.800   0.000   0.400    0.19993E-02
   0.800   0.000   0.500    0.23260E-02
   0.800   0.000   0.600    0.19692E-02
   0.800   0.000   0.700    0.12138E-02
   0.800   0.000   0.800    0.54324E-03
   0.800   0.000   0.900    0.17870E-03
   0.800   0.000   1.000    0.41901E-04
   0.800   0.100   0.000    0.97302E-04
   0.800   0.100   0.100    0.40022E-03
   0.800   0.100   0.200    0.12090E-02
   0.800   0.100   0.300    0.26612E-02
   0.800   0.100   0.400    0.42661E-02
   0.800   0.100   0.500    0.49722E-02
   0.800   0.100   0.600    0.42119E-02
   0.800   0.100   0.700    0.25940E-02
