! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 11  M= 11  NLM=   78   NMU= 12  NPHI= 24  NANG=  114   NSH=    150529
!  NX=  64   NY=   1   NZ=  30    NPTS=    3867   NCELLS=    5040
!  PROPERTY_FILE=les2y21w16.prp                  
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    PROPERTY-FILE (Z)    INDEPENDENT_PIXEL=2
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0400000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.5000000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON)         WAVELENGTH=      1.65
!  SPLITTING_ACCURACY= 0.300E-01   SPHERICAL_HARMONIC_ACCURACY= 0.300E-02
!  SOLUTION_ACCURACY= 0.100E-03
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=  24
!  OUTPUT_TYPE=FLUX                
!   X       Y       Z           UP       DOWN_DIFFUSE   DOWN_DIRECT
   1.100   0.000   0.550    0.33818E-01   0.49627E+00   0.18381E-02
   1.100   0.000   0.575    0.44548E-01   0.48300E+00   0.12659E-02
   1.100   0.000   0.600    0.69812E-01   0.47787E+00   0.21553E-02
   1.100   0.000   0.625    0.10424E+00   0.48159E+00   0.50453E-02
   1.100   0.000   0.650    0.14378E+00   0.48107E+00   0.62787E-02
   1.100   0.000   0.675    0.18712E+00   0.47965E+00   0.77912E-02
   1.100   0.000   0.700    0.23386E+00   0.47648E+00   0.27271E-01
   1.100   0.000   0.725    0.28764E+00   0.42195E+00   0.19855E+00
   1.100   0.000   0.750    0.34533E+00   0.16741E+00   0.80667E+00
   1.100   0.000   0.775    0.38577E+00   0.99137E-04   0.10000E+01
   1.100   0.000   0.800    0.41045E+00   0.71387E-06   0.10000E+01
   1.100   0.000   0.825    0.41724E+00   0.00000E+00   0.10000E+01
   1.100   0.000   0.850    0.42028E+00   0.00000E+00   0.10000E+01
   1.100   0.000   0.900    0.42037E+00   0.00000E+00   0.10000E+01
   1.100   0.000   0.950    0.41609E+00   0.00000E+00   0.10000E+01
   1.100   0.000   1.000    0.41016E+00   0.00000E+00   0.10000E+01
   1.155   0.000   0.000    0.23070E-01   0.55320E+00   0.20511E-01
   1.155   0.000   0.050    0.23027E-01   0.57030E+00   0.96160E-02
   1.155   0.000   0.100    0.22993E-01   0.58829E+00   0.78099E-02
   1.155   0.000   0.150    0.22951E-01   0.59868E+00   0.18354E-01
   1.155   0.000   0.200    0.22899E-01   0.59445E+00   0.67125E-01
   1.155   0.000   0.250    0.22820E-01   0.58609E+00   0.50614E-01
   1.155   0.000   0.300    0.22766E-01   0.58730E+00   0.18823E-01
   1.155   0.000   0.350    0.22724E-01   0.58796E+00   0.25638E-01
   1.155   0.000   0.400    0.22520E-01   0.57672E+00   0.72586E-01
   1.155   0.000   0.425    0.22475E-01   0.57012E+00   0.60857E-01
   1.155   0.000   0.450    0.22805E-01   0.55881E+00   0.29854E-01
   1.155   0.000   0.475    0.23837E-01   0.53453E+00   0.13357E-01
   1.155   0.000   0.500    0.25361E-01   0.50189E+00   0.41335E-02
   1.155   0.000   0.525    0.27100E-01   0.47917E+00   0.15094E-02
   1.155   0.000   0.550    0.30062E-01   0.46024E+00   0.12562E-02
   1.155   0.000   0.575    0.44658E-01   0.44316E+00   0.21537E-02
   1.155   0.000   0.600    0.62769E-01   0.44155E+00   0.37978E-02
   1.155   0.000   0.625    0.77279E-01   0.44662E+00   0.37326E-02
   1.155   0.000   0.650    0.10347E+00   0.45669E+00   0.43899E-02
   1.155   0.000   0.675    0.14473E+00   0.48061E+00   0.18646E-01
   1.155   0.000   0.700    0.20475E+00   0.50716E+00   0.13142E+00
   1.155   0.000   0.725    0.29752E+00   0.40804E+00   0.58448E+00
   1.155   0.000   0.750    0.34902E+00   0.42447E-01   0.10000E+01
   1.155   0.000   0.775    0.36910E+00   0.14298E-03   0.10000E+01
   1.155   0.000   0.800    0.38807E+00   0.10054E-05   0.10000E+01
   1.155   0.000   0.825    0.39998E+00   0.00000E+00   0.10000E+01
   1.155   0.000   0.850    0.40510E+00   0.00000E+00   0.10000E+01
   1.155   0.000   0.900    0.41335E+00   0.00000E+00   0.10000E+01
   1.155   0.000   0.950    0.41456E+00   0.00000E+00   0.10000E+01
   1.155   0.000   1.000    0.41338E+00   0.00000E+00   0.10000E+01
   1.210   0.000   0.000    0.23708E-01   0.57708E+00   0.12504E-01
   1.210   0.000   0.050    0.23493E-01   0.59464E+00   0.56245E-02
   1.210   0.000   0.100    0.23340E-01   0.60561E+00   0.15334E-01
   1.210   0.000   0.150    0.23300E-01   0.60292E+00   0.29994E-01
   1.210   0.000   0.200    0.23223E-01   0.59509E+00   0.95221E-01
   1.210   0.000   0.250    0.23174E-01   0.59508E+00   0.19922E-01
   1.210   0.000   0.300    0.23154E-01   0.59597E+00   0.19849E-01
   1.210   0.000   0.350    0.22961E-01   0.58543E+00   0.50195E-01
   1.210   0.000   0.400    0.22838E-01   0.56968E+00   0.50922E-01
   1.210   0.000   0.425    0.22773E-01   0.56299E+00   0.24598E-01
   1.210   0.000   0.450    0.22970E-01   0.54625E+00   0.10034E-01
   1.210   0.000   0.475    0.23748E-01   0.52136E+00   0.29682E-02
   1.210   0.000   0.500    0.25057E-01   0.50334E+00   0.13322E-02
   1.210   0.000   0.525    0.26626E-01   0.48960E+00   0.13089E-02
   1.210   0.000   0.550    0.30873E-01   0.47465E+00   0.21696E-02
   1.210   0.000   0.575    0.45406E-01   0.47241E+00   0.28587E-02
   1.210   0.000   0.600    0.64867E-01   0.48796E+00   0.28780E-02
   1.210   0.000   0.625    0.80718E-01   0.51877E+00   0.41537E-02
   1.210   0.000   0.650    0.10369E+00   0.56373E+00   0.16820E-01
   1.210   0.000   0.675    0.14916E+00   0.64305E+00   0.76192E-01
   1.210   0.000   0.700    0.22964E+00   0.71782E+00   0.20598E+00
   1.210   0.000   0.725    0.33196E+00   0.60273E+00   0.42112E+00
   1.210   0.000   0.750    0.39559E+00   0.30522E+00   0.67721E+00
   1.210   0.000   0.775    0.39597E+00   0.20751E-03   0.10000E+01
   1.210   0.000   0.800    0.38503E+00   0.14169E-05   0.10000E+01
   1.210   0.000   0.825    0.39654E+00   0.00000E+00   0.10000E+01
   1.210   0.000   0.850    0.40654E+00   0.00000E+00   0.10000E+01
   1.210   0.000   0.900    0.41654E+00   0.00000E+00   0.10000E+01
   1.210   0.000   0.950    0.42245E+00   0.00000E+00   0.10000E+01
   1.210   0.000   1.000    0.42345E+00   0.00000E+00   0.10000E+01
   1.265   0.000   0.000    0.23697E-01   0.58215E+00   0.71591E-02
   1.265   0.000   0.050    0.23698E-01   0.59275E+00   0.11234E-01
   1.265   0.000   0.100    0.23626E-01   0.59029E+00   0.20432E-01
   1.265   0.000   0.150    0.23508E-01   0.58269E+00   0.10551E+00
   1.265   0.000   0.200    0.23488E-01   0.58243E+00   0.30454E-01
   1.265   0.000   0.250    0.23499E-01   0.58508E+00   0.18737E-01
   1.265   0.000   0.300    0.23297E-01   0.57781E+00   0.33063E-01
   1.265   0.000   0.350    0.23171E-01   0.56090E+00   0.74024E-01
   1.265   0.000   0.400    0.23053E-01   0.54988E+00   0.20059E-01
   1.265   0.000   0.425    0.22988E-01   0.53862E+00   0.73265E-02
   1.265   0.000   0.450    0.23092E-01   0.51945E+00   0.22002E-02
   1.265   0.000   0.475    0.23661E-01   0.50515E+00   0.12488E-02
   1.265   0.000   0.500    0.24753E-01   0.49553E+00   0.14404E-02
   1.265   0.000   0.525    0.26179E-01   0.48672E+00   0.23538E-02
   1.265   0.000   0.550    0.28385E-01   0.48599E+00   0.24371E-02
   1.265   0.000   0.575    0.32978E-01   0.49852E+00   0.22453E-02
   1.265   0.000   0.600    0.52429E-01   0.51949E+00   0.40522E-02
   1.265   0.000   0.625    0.81396E-01   0.54828E+00   0.15957E-01
   1.265   0.000   0.650    0.11618E+00   0.58036E+00   0.45573E-01
   1.265   0.000   0.675    0.16593E+00   0.60271E+00   0.78928E-01
   1.265   0.000   0.700    0.23401E+00   0.52188E+00   0.16184E+00
   1.265   0.000   0.725    0.28406E+00   0.33494E+00   0.41299E+00
   1.265   0.000   0.750    0.31822E+00   0.10624E+00   0.87050E+00
   1.265   0.000   0.775    0.34662E+00   0.30355E-03   0.10000E+01
   1.265   0.000   0.800    0.36043E+00   0.19981E-05   0.10000E+01
   1.265   0.000   0.825    0.36647E+00   0.00000E+00   0.10000E+01
   1.265   0.000   0.850    0.37884E+00   0.00000E+00   0.10000E+01
   1.265   0.000   0.900    0.39265E+00   0.00000E+00   0.10000E+01
   1.265   0.000   0.950    0.40297E+00   0.00000E+00   0.10000E+01
   1.265   0.000   1.000    0.40842E+00   0.00000E+00   0.10000E+01
   1.320   0.000   0.000    0.23817E-01   0.58541E+00   0.68837E-02
   1.320   0.000   0.050    0.23898E-01   0.58359E+00   0.17663E-01
   1.320   0.000   0.100    0.23863E-01   0.57644E+00   0.53841E-01
   1.320   0.000   0.150    0.23831E-01   0.57569E+00   0.60823E-01
   1.320   0.000   0.200    0.23852E-01   0.57943E+00   0.18771E-01
   1.320   0.000   0.250    0.23647E-01   0.57641E+00   0.23680E-01
   1.320   0.000   0.300    0.23507E-01   0.56267E+00   0.67690E-01
   1.320   0.000   0.350    0.23378E-01   0.55008E+00   0.34222E-01
   1.320   0.000   0.400    0.23251E-01   0.54074E+00   0.52514E-02
   1.320   0.000   0.425    0.23186E-01   0.52532E+00   0.17196E-02
   1.320   0.000   0.450    0.23234E-01   0.51349E+00   0.12287E-02
   1.320   0.000   0.475    0.23637E-01   0.50632E+00   0.16475E-02
   1.320   0.000   0.500    0.24527E-01   0.50097E+00   0.24875E-02
   1.320   0.000   0.525    0.25807E-01   0.50146E+00   0.23777E-02
   1.320   0.000   0.550    0.27822E-01   0.50690E+00   0.23041E-02
   1.320   0.000   0.575    0.31166E-01   0.50938E+00   0.46170E-02
   1.320   0.000   0.600    0.51429E-01   0.51438E+00   0.13907E-01
   1.320   0.000   0.625    0.86346E-01   0.52818E+00   0.27066E-01
   1.320   0.000   0.650    0.12772E+00   0.52389E+00   0.36369E-01
   1.320   0.000   0.675    0.17957E+00   0.48583E+00   0.74829E-01
   1.320   0.000   0.700    0.24517E+00   0.37492E+00   0.35662E+00
   1.320   0.000   0.725    0.29391E+00   0.11484E+00   0.94751E+00
   1.320   0.000   0.750    0.31780E+00   0.25377E-01   0.10000E+01
   1.320   0.000   0.775    0.33878E+00   0.44891E-03   0.10000E+01
   1.320   0.000   0.800    0.35729E+00   0.28195E-05   0.10000E+01
   1.320   0.000   0.825    0.36566E+00   0.00000E+00   0.10000E+01
   1.320   0.000   0.850    0.37533E+00   0.00000E+00   0.10000E+01
   1.320   0.000   0.900    0.39160E+00   0.00000E+00   0.10000E+01
   1.320   0.000   0.950    0.40006E+00   0.00000E+00   0.10000E+01
   1.320   0.000   1.000    0.40707E+00   0.00000E+00   0.10000E+01
   1.375   0.000   0.000    0.24314E-01   0.59024E+00   0.14398E-01
   1.375   0.000   0.050    0.24172E-01   0.58453E+00   0.25861E-01
   1.375   0.000   0.100    0.24219E-01   0.58426E+00   0.10540E+00
   1.375   0.000   0.150    0.24341E-01   0.58871E+00   0.21311E-01
   1.375   0.000   0.200    0.24074E-01   0.58872E+00   0.19191E-01
   1.375   0.000   0.250    0.23882E-01   0.57878E+00   0.44645E-01
   1.375   0.000   0.300    0.23740E-01   0.56758E+00   0.57898E-01
   1.375   0.000   0.350    0.23601E-01   0.56287E+00   0.12308E-01
   1.375   0.000   0.400    0.23469E-01   0.55168E+00   0.14437E-02
   1.375   0.000   0.425    0.23397E-01   0.54180E+00   0.12584E-02
   1.375   0.000   0.450    0.23391E-01   0.53677E+00   0.19140E-02
   1.375   0.000   0.475    0.23670E-01   0.53463E+00   0.25167E-02
   1.375   0.000   0.500    0.24393E-01   0.53774E+00   0.23152E-02
   1.375   0.000   0.525    0.25533E-01   0.54358E+00   0.25234E-02
   1.375   0.000   0.550    0.27481E-01   0.54503E+00   0.59495E-02
   1.375   0.000   0.575    0.34975E-01   0.54260E+00   0.12881E-01
   1.375   0.000   0.600    0.54910E-01   0.55046E+00   0.15818E-01
   1.375   0.000   0.625    0.91647E-01   0.56241E+00   0.18269E-01
   1.375   0.000   0.650    0.14126E+00   0.59835E+00   0.39144E-01
   1.375   0.000   0.675    0.20553E+00   0.67039E+00   0.19096E+00
   1.375   0.000   0.700    0.29742E+00   0.63686E+00   0.46402E+00
   1.375   0.000   0.725    0.37625E+00   0.35625E+00   0.66218E+00
   1.375   0.000   0.750    0.38558E+00   0.16826E-01   0.10000E+01
   1.375   0.000   0.775    0.37381E+00   0.67537E-03   0.10000E+01
   1.375   0.000   0.800    0.38179E+00   0.39816E-05   0.10000E+01
   1.375   0.000   0.825    0.38998E+00   0.00000E+00   0.10000E+01
   1.375   0.000   0.850    0.39306E+00   0.00000E+00   0.10000E+01
   1.375   0.000   0.900    0.40701E+00   0.00000E+00   0.10000E+01
   1.375   0.000   0.950    0.41293E+00   0.00000E+00   0.10000E+01
   1.375   0.000   1.000    0.41708E+00   0.00000E+00   0.10000E+01
   1.430   0.000   0.000    0.24215E-01   0.58259E+00   0.19583E-01
   1.430   0.000   0.050    0.24484E-01   0.58307E+00   0.94168E-01
   1.430   0.000   0.100    0.24718E-01   0.58817E+00   0.36058E-01
   1.430   0.000   0.150    0.24434E-01   0.59035E+00   0.18805E-01
   1.430   0.000   0.200    0.24231E-01   0.58335E+00   0.30115E-01
   1.430   0.000   0.250    0.24030E-01   0.57284E+00   0.75961E-01
   1.430   0.000   0.300    0.23851E-01   0.56880E+00   0.23184E-01
   1.430   0.000   0.350    0.23719E-01   0.56735E+00   0.27031E-02
   1.430   0.000   0.400    0.23575E-01   0.55837E+00   0.13398E-02
   1.430   0.000   0.425    0.23472E-01   0.55413E+00   0.21938E-02
   1.430   0.000   0.450    0.23440E-01   0.55304E+00   0.24796E-02
   1.430   0.000   0.475    0.23640E-01   0.55780E+00   0.22588E-02
   1.430   0.000   0.500    0.24228E-01   0.56595E+00   0.29920E-02
   1.430   0.000   0.525    0.25234E-01   0.57087E+00   0.76170E-02
   1.430   0.000   0.550    0.27222E-01   0.57222E+00   0.13429E-01
   1.430   0.000   0.575    0.30786E-01   0.58042E+00   0.12155E-01
   1.430   0.000   0.600    0.48867E-01   0.59926E+00   0.11628E-01
   1.430   0.000   0.625    0.89176E-01   0.64067E+00   0.25191E-01
   1.430   0.000   0.650    0.14885E+00   0.71819E+00   0.98343E-01
   1.430   0.000   0.675    0.22018E+00   0.74589E+00   0.15332E+00
   1.430   0.000   0.700    0.30479E+00   0.63412E+00   0.22476E+00
   1.430   0.000   0.725    0.38938E+00   0.36448E+00   0.61445E+00
   1.430   0.000   0.750    0.41436E+00   0.16403E-01   0.10000E+01
   1.430   0.000   0.775    0.40397E+00   0.10552E-02   0.10000E+01
   1.430   0.000   0.800    0.39810E+00   0.56271E-05   0.10000E+01
   1.430   0.000   0.825    0.40216E+00   0.00000E+00   0.10000E+01
   1.430   0.000   0.850    0.40516E+00   0.00000E+00   0.10000E+01
   1.430   0.000   0.900    0.40848E+00   0.00000E+00   0.10000E+01
   1.430   0.000   0.950    0.41461E+00   0.00000E+00   0.10000E+01
   1.430   0.000   1.000    0.41567E+00   0.00000E+00   0.10000E+01
   1.485   0.000   0.000    0.25106E-01   0.58123E+00   0.43109E-01
   1.485   0.000   0.050    0.25477E-01   0.58693E+00   0.72418E-01
   1.485   0.000   0.100    0.25039E-01   0.59096E+00   0.18850E-01
   1.485   0.000   0.150    0.24703E-01   0.58686E+00   0.22024E-01
   1.485   0.000   0.200    0.24460E-01   0.57771E+00   0.61695E-01
   1.485   0.000   0.250    0.24255E-01   0.57312E+00   0.39368E-01
   1.485   0.000   0.300    0.24070E-01   0.57486E+00   0.66431E-02
   1.485   0.000   0.350    0.23899E-01   0.57442E+00   0.12370E-02
   1.485   0.000   0.400    0.23698E-01   0.57079E+00   0.24063E-02
   1.485   0.000   0.425    0.23621E-01   0.57092E+00   0.24186E-02
   1.485   0.000   0.450    0.23591E-01   0.57633E+00   0.22509E-02
   1.485   0.000   0.475    0.23730E-01   0.58619E+00   0.37797E-02
   1.485   0.000   0.500    0.24197E-01   0.59536E+00   0.94408E-02
   1.485   0.000   0.525    0.25072E-01   0.60213E+00   0.13773E-01
   1.485   0.000   0.550    0.27314E-01   0.61315E+00   0.11461E-01
   1.485   0.000   0.575    0.35060E-01   0.62723E+00   0.10402E-01
   1.485   0.000   0.600    0.60759E-01   0.64986E+00   0.21122E-01
   1.485   0.000   0.625    0.10441E+00   0.70511E+00   0.54858E-01
   1.485   0.000   0.650    0.16070E+00   0.72885E+00   0.58020E-01
   1.485   0.000   0.675    0.23033E+00   0.71555E+00   0.94380E-01
   1.485   0.000   0.700    0.30940E+00   0.67530E+00   0.25633E+00
   1.485   0.000   0.725    0.39893E+00   0.44638E+00   0.56764E+00
   1.485   0.000   0.750    0.44089E+00   0.11957E+00   0.89346E+00
   1.485   0.000   0.775    0.44111E+00   0.22940E-02   0.10000E+01
   1.485   0.000   0.800    0.43184E+00   0.79597E-05   0.10000E+01
   1.485   0.000   0.825    0.42707E+00   0.00000E+00   0.10000E+01
   1.485   0.000   0.850    0.42604E+00   0.00000E+00   0.10000E+01
   1.485   0.000   0.900    0.41939E+00   0.00000E+00   0.10000E+01
   1.485   0.000   0.950    0.41973E+00   0.00000E+00   0.10000E+01
   1.485   0.000   1.000    0.41877E+00   0.00000E+00   0.10000E+01
   1.540   0.000   0.000    0.28140E-01   0.58856E+00   0.11124E+00
   1.540   0.000   0.050    0.26423E-01   0.59412E+00   0.23514E-01
   1.540   0.000   0.100    0.25693E-01   0.59277E+00   0.18845E-01
   1.540   0.000   0.150    0.25286E-01   0.58537E+00   0.39918E-01
   1.540   0.000   0.200    0.24957E-01   0.58016E+00   0.64689E-01
   1.540   0.000   0.250    0.24730E-01   0.58204E+00   0.14839E-01
   1.540   0.000   0.300    0.24536E-01   0.58617E+00   0.16194E-02
   1.540   0.000   0.350    0.24278E-01   0.58684E+00   0.17220E-02
   1.540   0.000   0.400    0.24094E-01   0.58724E+00   0.23602E-02
   1.540   0.000   0.425    0.24034E-01   0.59349E+00   0.23489E-02
   1.540   0.000   0.450    0.23993E-01   0.60369E+00   0.49301E-02
   1.540   0.000   0.475    0.24074E-01   0.61352E+00   0.11249E-01
   1.540   0.000   0.500    0.24436E-01   0.62120E+00   0.13385E-01
   1.540   0.000   0.525    0.25193E-01   0.63057E+00   0.10161E-01
   1.540   0.000   0.550    0.37962E-01   0.63550E+00   0.88463E-02
   1.540   0.000   0.575    0.57556E-01   0.66101E+00   0.17310E-01
   1.540   0.000   0.600    0.88572E-01   0.69412E+00   0.28302E-01
   1.540   0.000   0.625    0.13033E+00   0.72874E+00   0.23833E-01
   1.540   0.000   0.650    0.18413E+00   0.76105E+00   0.41074E-01
   1.540   0.000   0.675    0.25623E+00   0.80095E+00   0.99895E-01
   1.540   0.000   0.700    0.33701E+00   0.76752E+00   0.17792E+00
   1.540   0.000   0.725    0.43260E+00   0.59899E+00   0.36085E+00
   1.540   0.000   0.750    0.47997E+00   0.25272E+00   0.76044E+00
   1.540   0.000   0.775    0.48151E+00   0.95206E-01   0.90066E+00
   1.540   0.000   0.800    0.47437E+00   0.11270E-04   0.10000E+01
   1.540   0.000   0.825    0.45905E+00   0.00000E+00   0.10000E+01
   1.540   0.000   0.850    0.45183E+00   0.00000E+00   0.10000E+01
   1.540   0.000   0.900    0.44001E+00   0.00000E+00   0.10000E+01
   1.540   0.000   0.950    0.43010E+00   0.00000E+00   0.10000E+01
   1.540   0.000   1.000    0.42586E+00   0.00000E+00   0.10000E+01
   1.595   0.000   0.000    0.25493E-01   0.59077E+00   0.43200E-01
   1.595   0.000   0.050    0.25701E-01   0.59142E+00   0.18848E-01
   1.595   0.000   0.100    0.25142E-01   0.58575E+00   0.27552E-01
   1.595   0.000   0.150    0.24821E-01   0.57994E+00   0.75217E-01
   1.595   0.000   0.200    0.24619E-01   0.58000E+00   0.26607E-01
   1.595   0.000   0.250    0.24421E-01   0.58464E+00   0.33820E-02
   1.595   0.000   0.300    0.24177E-01   0.58812E+00   0.12766E-02
   1.595   0.000   0.350    0.24003E-01   0.58866E+00   0.25107E-02
   1.595   0.000   0.400    0.23858E-01   0.59251E+00   0.26329E-02
   1.595   0.000   0.425    0.23783E-01   0.60114E+00   0.64269E-02
   1.595   0.000   0.450    0.23729E-01   0.61069E+00   0.12734E-01
   1.595   0.000   0.475    0.23776E-01   0.61758E+00   0.12610E-01
   1.595   0.000   0.500    0.24063E-01   0.62448E+00   0.92657E-02
   1.595   0.000   0.525    0.24727E-01   0.62455E+00   0.84729E-02
   1.595   0.000   0.550    0.27324E-01   0.63419E+00   0.15097E-01
   1.595   0.000   0.575    0.49586E-01   0.64775E+00   0.14435E-01
   1.595   0.000   0.600    0.84446E-01   0.67266E+00   0.10921E-01
   1.595   0.000   0.625    0.12819E+00   0.70686E+00   0.19231E-01
   1.595   0.000   0.650    0.18399E+00   0.74669E+00   0.35937E-01
   1.595   0.000   0.675    0.25141E+00   0.76640E+00   0.53155E-01
   1.595   0.000   0.700    0.32972E+00   0.74699E+00   0.92032E-01
   1.595   0.000   0.725    0.42276E+00   0.63325E+00   0.25949E+00
   1.595   0.000   0.750    0.48507E+00   0.31504E+00   0.60232E+00
   1.595   0.000   0.775    0.49478E+00   0.24085E-01   0.96346E+00
   1.595   0.000   0.800    0.49020E+00   0.15973E-04   0.10000E+01
   1.595   0.000   0.825    0.47990E+00   0.00000E+00   0.10000E+01
   1.595   0.000   0.850    0.46415E+00   0.00000E+00   0.10000E+01
   1.595   0.000   0.900    0.44768E+00   0.00000E+00   0.10000E+01
   1.595   0.000   0.950    0.43199E+00   0.00000E+00   0.10000E+01
   1.595   0.000   1.000    0.42386E+00   0.00000E+00   0.10000E+01
   1.650   0.000   0.000    0.24462E-01   0.58910E+00   0.19233E-01
   1.650   0.000   0.050    0.24668E-01   0.58466E+00   0.20695E-01
   1.650   0.000   0.100    0.24894E-01   0.57857E+00   0.55388E-01
   1.650   0.000   0.150    0.24622E-01   0.57682E+00   0.45309E-01
   1.650   0.000   0.200    0.24459E-01   0.58035E+00   0.83388E-02
   1.650   0.000   0.250    0.24225E-01   0.58476E+00   0.12736E-02
   1.650   0.000   0.300    0.24041E-01   0.58590E+00   0.22676E-02
   1.650   0.000   0.350    0.23924E-01   0.58559E+00   0.22492E-02
   1.650   0.000   0.400    0.23791E-01   0.59192E+00   0.81484E-02
   1.650   0.000   0.425    0.23713E-01   0.59871E+00   0.13616E-01
   1.650   0.000   0.450    0.23655E-01   0.60423E+00   0.11709E-01
   1.650   0.000   0.475    0.23676E-01   0.61089E+00   0.84832E-02
   1.650   0.000   0.500    0.23903E-01   0.61197E+00   0.96752E-02
   1.650   0.000   0.525    0.24488E-01   0.61651E+00   0.16221E-01
   1.650   0.000   0.550    0.26706E-01   0.61732E+00   0.10153E-01
   1.650   0.000   0.575    0.42096E-01   0.62406E+00   0.71264E-02
   1.650   0.000   0.600    0.76877E-01   0.64459E+00   0.10896E-01
   1.650   0.000   0.625    0.11869E+00   0.67585E+00   0.15521E-01
   1.650   0.000   0.650    0.17113E+00   0.70185E+00   0.18400E-01
   1.650   0.000   0.675    0.23038E+00   0.73193E+00   0.32525E-01
   1.650   0.000   0.700    0.30231E+00   0.74932E+00   0.70514E-01
   1.650   0.000   0.725    0.39176E+00   0.71441E+00   0.16830E+00
   1.650   0.000   0.750    0.49481E+00   0.47672E+00   0.48434E+00
   1.650   0.000   0.775    0.51924E+00   0.64506E-02   0.10000E+01
   1.650   0.000   0.800    0.50752E+00   0.22665E-04   0.10000E+01
   1.650   0.000   0.825    0.49417E+00   0.00000E+00   0.10000E+01
   1.650   0.000   0.850    0.47808E+00   0.00000E+00   0.10000E+01
   1.650   0.000   0.900    0.45312E+00   0.00000E+00   0.10000E+01
   1.650   0.000   0.950    0.43711E+00   0.00000E+00   0.10000E+01
   1.650   0.000   1.000    0.42743E+00   0.00000E+00   0.10000E+01
   1.705   0.000   0.000    0.24163E-01   0.58218E+00   0.18725E-01
   1.705   0.000   0.050    0.24253E-01   0.57566E+00   0.35956E-01
   1.705   0.000   0.100    0.24436E-01   0.57192E+00   0.70484E-01
   1.705   0.000   0.150    0.24603E-01   0.57357E+00   0.17576E-01
   1.705   0.000   0.200    0.24261E-01   0.57793E+00   0.18841E-02
   1.705   0.000   0.250    0.24086E-01   0.57977E+00   0.15558E-02
   1.705   0.000   0.300    0.23995E-01   0.57705E+00   0.24008E-02
   1.705   0.000   0.350    0.23874E-01   0.57493E+00   0.40839E-02
   1.705   0.000   0.400    0.23749E-01   0.57927E+00   0.13726E-01
   1.705   0.000   0.425    0.23696E-01   0.58236E+00   0.10784E-01
   1.705   0.000   0.450    0.23645E-01   0.58568E+00   0.80307E-02
   1.705   0.000   0.475    0.23647E-01   0.58451E+00   0.11522E-01
   1.705   0.000   0.500    0.23824E-01   0.58509E+00   0.15853E-01
   1.705   0.000   0.525    0.24346E-01   0.58149E+00   0.79575E-02
   1.705   0.000   0.550    0.32428E-01   0.57529E+00   0.58722E-02
   1.705   0.000   0.575    0.50391E-01   0.58123E+00   0.70952E-02
   1.705   0.000   0.600    0.78067E-01   0.60205E+00   0.76963E-02
   1.705   0.000   0.625    0.11618E+00   0.62691E+00   0.77782E-02
   1.705   0.000   0.650    0.16171E+00   0.66053E+00   0.13539E-01
   1.705   0.000   0.675    0.21653E+00   0.69455E+00   0.24922E-01
   1.705   0.000   0.700    0.28135E+00   0.72026E+00   0.42888E-01
   1.705   0.000   0.725    0.36576E+00   0.71742E+00   0.82676E-01
   1.705   0.000   0.750    0.48082E+00   0.54892E+00   0.36709E+00
   1.705   0.000   0.775    0.51886E+00   0.38633E-02   0.10000E+01
   1.705   0.000   0.800    0.50220E+00   0.32202E-04   0.10000E+01
   1.705   0.000   0.825    0.48600E+00   0.00000E+00   0.10000E+01
   1.705   0.000   0.850    0.47323E+00   0.00000E+00   0.10000E+01
   1.705   0.000   0.900    0.44934E+00   0.00000E+00   0.10000E+01
   1.705   0.000   0.950    0.43702E+00   0.00000E+00   0.10000E+01
   1.705   0.000   1.000    0.43044E+00   0.00000E+00   0.10000E+01
   1.760   0.000   0.000    0.24012E-01   0.57180E+00   0.25328E-01
   1.760   0.000   0.050    0.24178E-01   0.56648E+00   0.71964E-01
   1.760   0.000   0.100    0.24283E-01   0.56580E+00   0.30460E-01
   1.760   0.000   0.150    0.24169E-01   0.56887E+00   0.42829E-02
   1.760   0.000   0.200    0.24158E-01   0.57113E+00   0.12408E-02
   1.760   0.000   0.250    0.23982E-01   0.56819E+00   0.25153E-02
   1.760   0.000   0.300    0.23892E-01   0.56108E+00   0.24104E-02
   1.760   0.000   0.350    0.23802E-01   0.55584E+00   0.11740E-01
   1.760   0.000   0.400    0.23706E-01   0.55459E+00   0.98956E-02
   1.760   0.000   0.425    0.23659E-01   0.55543E+00   0.80695E-02
   1.760   0.000   0.450    0.23613E-01   0.55165E+00   0.13696E-01
   1.760   0.000   0.475    0.23607E-01   0.54760E+00   0.14089E-01
   1.760   0.000   0.500    0.23751E-01   0.54116E+00   0.66187E-02
   1.760   0.000   0.525    0.24231E-01   0.53004E+00   0.56033E-02
